Folder,x_coordinates,Gamma_pv,Density,Temperature,Pressure,Mach,Speed,c,dens0,norm_density,norm_temperature,norm_pressure,norm_dens_grad,norm_p_grad,norm_T_grad,beta,alfa,mean_gamma_pv
BOS_12_5_1,0.012509105430861723,0.7904200120782716,45.009806018936644,494.82398268126656,878276.2785407165,0.1929849788355555,23.967044163683127,124.191241765535,45.859684033245976,0.9997852999792156,0.9999924541430223,0.9998302979308227,-0.23647678213548184,-0.1869227895878092,-0.008311788021819312,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.012660015973947895,0.7904293230679396,45.00785146562302,494.8232275540567,878246.1322422577,0.19320785566167875,23.99497402868273,124.19253837535315,45.859684033245976,0.9997418842473157,0.9999909281023731,0.9997959793646652,-0.2876918405571946,-0.2274099970457463,-0.010112220246513617,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.012810926517034067,0.790441859179948,45.00521992663999,494.82221083917585,878205.5433760233,0.19350753145033972,24.03252933661187,124.19428410092344,45.859684033245976,0.9996834308962737,0.9999888734177894,0.999749772972427,-0.3873377555113726,-0.30618399015294456,-0.013615248753903741,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.012961837060120239,0.7904544541409283,45.00257606741355,494.8211893188958,878164.7633332054,0.19380815292429837,24.070204729156227,124.19603801991792,45.859684033245976,0.9996247038804609,0.9999868090219485,0.9997033489446392,-0.3891511793136862,-0.3076261395549351,-0.01367959983885424,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.013112747603206413,0.7904671083232266,44.99991981024623,494.8201629625461,878123.7908991615,0.19410972463967716,24.108000794601658,124.19780018416368,45.859684033245976,0.9995657014740135,0.9999847348528684,0.9996567058985523,-0.3909760394520861,-0.3090774516682613,-0.01374436164426405,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.013263658146292585,0.7904798221025248,44.99725107675062,494.8191317391943,878082.6248484309,0.19441225118285266,24.14591812522353,124.19957064595333,45.859684033245976,0.9995064219357424,0.9999826508480375,0.9996098424391008,-0.3928124374798599,-0.31053800810172866,-0.013809537678567553,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.013414568689378757,0.7904925958572582,44.994569787965006,494.8180956176706,878041.2639464579,0.19471573716957744,24.183957317163355,124.20134945796192,45.859684033245976,0.9994468635117018,0.9999805569444647,0.9995627571608657,-0.3946604579279813,-0.3120078774626017,-0.013875131120592648,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.01356547923246493,0.7905054299690317,44.99187586426662,494.8170545665367,877999.706948262,0.19502018725197431,24.222118971310604,124.20313667330554,45.859684033245976,0.9993870244332623,0.999978453078616,0.9995154486465605,-0.3965201980972949,-0.31348713839141606,-0.013941145567074188,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.013716389775551101,0.7905183248224528,44.98916922541389,494.81600855411756,877957.9525991265,0.19532560610221159,24.260403691272614,124.20493234551864,45.859684033245976,0.999326902918049,0.9999763391864792,0.9994679154678147,-0.3983917490700045,-0.314975864335121,-0.014007584185422342,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.013867300318637274,0.7905355875670024,44.985545817605406,494.81460817086656,877902.0536933226,0.1957337428849256,24.311566821016235,124.20733626551718,45.859684033245976,0.9992464175708955,0.999973509144418,0.9994042801163774,-0.5333315055904654,-0.42167598191539024,-0.01875311030877056,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.014018210861723446,0.7905554200319326,44.98138310876657,494.8129992517209,877837.8322313244,0.19620159940555776,24.37021989533712,124.2100980276045,45.859684033245976,0.9991539529398902,0.999970257671043,0.9993311703614495,-0.6127115383347908,-0.4844575695832091,-0.021545700575279773,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.014169121404809618,0.7905753961836961,44.97719032417808,494.8113785939544,877773.143879516,0.19667173423292064,24.429162483275775,124.21287979463297,45.859684033245976,0.9990608202479655,0.9999669824750258,0.9992575290988519,-0.6171384054426786,-0.4879795744653581,-0.02170289729383881,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.01432003194789579,0.7905955174277852,44.97296717064632,494.80974608174114,877707.9840515899,0.1971441643296875,24.488396777657712,124.21568176223239,45.859684033245976,0.9989670129825258,0.9999636833222935,0.9991833511075292,-0.6216084278895373,-0.49153617637167074,-0.02186164508425237,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.014470942490981964,0.7906157851872144,44.968713351332475,494.80810159779367,877642.3481037138,0.19761890683774155,24.54792499488809,124.21850412847182,45.859684033245976,0.998872524550006,0.9999603599758188,0.9991086311009397,-0.6261221422141646,-0.49512780923938204,-0.022021963520369076,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.014621853034068134,0.7906362009023806,44.964428565790996,494.8064450233757,877576.2313350916,0.19809597906457058,24.60774937327349,124.221347093837,45.859684033245976,0.998777348276726,0.9999570121956471,0.9990333637276941,-0.6306800792941978,-0.4987549027816887,-0.02218387200248209,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.014772763577154308,0.7906567660318619,44.96011250979743,494.80477623824356,877509.6289853131,0.19857539849699976,24.66787217476703,124.22421086134561,45.859684033245976,0.9986814774050667,0.9999536397387773,0.998957543568538,-0.6352827953481879,-0.5024179066983224,-0.022347390717976725,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.01492367412024048,0.7906774820524285,44.95576487534714,494.8030951206284,877442.5362342417,0.19905718280498086,24.728295685455468,124.22709563654445,45.859684033245976,0.9985849050934408,0.9999502423591261,0.9988811651362249,-0.6399308467851327,-0.5061172715382997,-0.02251254008945691,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.015074584663326653,0.7906983504592162,44.95138535062151,494.80140154723927,877374.9482015361,0.19954134983280228,24.789022214490128,124.23000162753786,45.859684033245976,0.9984876244155426,0.9999468198075341,0.998804222874971,-0.6446247949859304,-0.5098534514581549,-0.02267934050222428,9.551726640295936,11.217628743913414,0.9090548395684931
BOS_12_5_1,0.015225495206412825,0.790719372766181,44.94697361989052,494.7996953932089,877306.8599450545,0.2000279176134184,24.850054095896443,124.23292904504764,45.859684033245976,0.9983896283581846,0.9999433718316564,0.9987267111586388,-0.6493652156701465,-0.5136269126534806,-0.022847813063212333,9.551726640295936,11.217628743913414,0.9090548395684931
